Probe	1H	4H	10H	20H	28H	36H	44H	48H	72H	1W	4W
Gpr108	0.068003407	-0.301636535	-0.680149135	-0.225750022	-0.603259992	-0.477306222	-0.671807651	-0.615180432	-1.19736445	-0.239740563	0.092928335
Gzf1	-0.253174309	-0.796346027	0.060557577	0.158086972	0.29008863	0.172936153	0.385963657	0.570862631	0.485739267	0.20927608	-0.012722923
Hexim1	-0.2352645	-1.38063999	-0.348190837	-0.181856442	-0.646377911	-0.237981728	0.111253562	0.062386519	-0.154610851	0.122304767	-0.049287867
Gm11837	-0.304885285	-0.554374353	-0.411806632	-0.033191042	-0.287859891	0.188880045	0.419372039	0.447146121	0.107494384	-0.324257663	-0.568010592
Fnip2	-0.374760804	-1.049646831	-0.304558141	-0.487934745	-0.925209381	-0.007044392	-0.334722896	-0.337821267	-0.378700762	0.075276281	-0.121443963
N6amt2	-0.522932259	-0.323216305	0.591531439	0.236701325	0.465799411	-0.040712923	-0.005911423	0.075564392	0.254858209	0.06384429	-0.018181034
U6	-0.45717414	-0.131000957	0.050588302	-0.240140229	-0.249688203	-0.31308014	0.047183759	-0.327006587	-0.391105283	-0.477565685	-0.446873882
Sorbs2	-0.120023639	-0.021092465	0.414593805	0.336890059	0.335763021	0.101161463	0.386561063	0.525337668	0.515101623	0.253472181	0.231841703
Bad	-0.319251299	-0.81408386	0.163829424	0.461895209	-0.019892907	0.298500161	0.525282811	0.374009577	0.15948292	0.081494844	-0.013453536
Pde6d	-0.316767066	-0.714711127	0.231886177	0.072844971	-0.07560414	0.361875924	0.662251939	0.496823974	0.119230948	0.080320513	-0.157162485
Rpsa-ps12	-0.397154241	-0.160922367	-0.0568265	0.201641288	0.230743163	0.250678573	0.21103963	0.119618131	0.006727376	-0.810985583	-0.238848031
Ano6	0.095773376	-0.017207536	0.909390116	0.493916139	0.340847035	0.644408807	0.731574094	0.764951047	0.55846326	0.502504457	0.134552867
Dom3z	-0.083191859	-0.420400552	0.255359981	0.136040714	-0.138159367	0.580892594	0.940723672	0.815355504	0.221878155	-0.040839571	0.13952085
Ipo5	0.014040858	-0.251430251	0.589793178	0.296199332	0.017734223	1.058801926	0.700937095	0.406585147	0.631348074	0.329548702	0.240195453
Gmppa	-1.53E-05	-0.065428841	0.66518192	0.297807603	0.086224324	0.051581417	0.396666327	0.70644855	0.396177712	0.393657144	0.283360588
Baiap2l1	0.492629515	0.020497197	0.825817221	0.215425882	0.425934363	0.368921504	-0.139471945	0.004659819	0.523994321	0.109806023	-0.281007275
Fndc3a	-0.312103505	-0.569040601	-0.07514362	0.135955713	-0.372060806	0.100758629	0.294915014	0.596727946	0.789551515	0.476582168	0.167450669
Nanp	-0.013353896	0.107051369	0.629554299	0.099930077	0.896996881	0.659557519	0.600046613	0.43141419	-0.01274563	0.152072379	-0.139005246
Midn	0.891642072	0.828363428	0.320038489	0.185217651	0.815232029	0.44085034	0.56701462	0.474528494	0.298969703	-0.173537991	0.292640293
Impdh2	-0.11945005	-0.335890434	0.620002855	0.149297414	-0.169865675	0.550710374	0.822150112	0.53032391	0.147519699	-0.08462967	-0.117342528
Zfp40	-0.006234886	0.954293423	0.857468958	0.276300906	0.539014781	0.342454953	0.807365616	0.790668486	0.467613628	0.234727876	0.150929059
Ints7	0.160570127	0.851135215	0.614802475	0.659384015	0.280978474	1.097669527	0.83258778	0.397934921	0.249787686	0.127582851	0.436033387
Ankrd52	0.172019556	0.065105875	0.890248058	0.693638937	0.354629729	0.849867396	0.896040025	0.801554412	0.578208042	0.369804626	0.361888939
Gm11789	-0.596648602	-1.127040892	-0.212516726	0.125070633	0.172026161	-0.241317471	-0.379863273	-0.329301172	-0.368400217	-0.043285515	-0.115942476
Tmed4	-0.099977014	-0.11269816	0.818762474	0.565596863	0.73052751	0.691112148	0.490887171	0.496118532	0.167602429	-0.066084426	-0.103848739
F13b	-0.162706806	-0.735526366	-0.9678591	-0.471535605	-0.219011388	-0.011846417	-0.140489232	-0.08369718	-0.069842789	0.183077832	-0.131911153
Kif5b	0.220860504	0.862174555	0.886153261	0.607567442	0.460032704	0.605986103	0.852404915	0.770825752	0.714065205	0.259915256	0.070929899
Rbm25	-0.342926687	0.006813304	0.580895004	0.402613872	-0.045227031	0.416228337	0.592791497	0.616489406	0.771314116	0.238208742	0.011958126
Trabd	0.003842978	-0.344492196	0.579945623	0.420987958	0.189307312	0.158498275	0.451875168	0.574805414	0.535791915	0.371393828	0.146356742
Fus	-0.014754776	0.821814342	0.723366254	0.377950199	0.256586395	0.45490807	0.371147269	0.168014707	0.206106596	-0.070732964	0.228802514
Erp29	-0.122086702	-0.715588963	-0.12980554	0.6758352	0.221647775	-0.076150049	0.464296205	0.496070354	0.09662477	-0.182517907	-0.182708084
Hapln1	0.003001796	-0.129639006	-0.181279412	0.007687306	-0.065395343	0.594979547	0.32591639	0.372641151	0.907362539	0.377636811	0.007534563
Tmem123	-0.226297113	-0.901199526	-0.292252285	0.012386006	-0.521611934	-0.117656448	0.308859467	0.257997698	0.376420081	0.320301704	0.119794222
Gcap14	-0.031269113	-0.087792478	0.750025066	0.500196018	0.343372548	0.641813624	0.670483418	0.732553171	0.74248031	0.685745627	0.434541658
Rpl18a-ps1	-0.17429445	-0.405216925	-0.300781103	-0.366491904	-0.008582756	-0.394508474	0.05465299	0.121428992	0.109962078	-0.233653872	-0.720756058
Gm13509	-0.084184766	-0.272152727	0.526700959	0.643977423	0.345193216	0.647536036	0.725359266	0.707304828	0.806310044	0.37078466	0.16853654
Gm14519	-0.338440601	-0.815830133	-0.638216337	-0.542321495	-0.671787255	-0.835998895	-0.507998245	-0.319106066	-0.521750491	-0.416447345	-0.244716912
RP23-344J14.1	-0.229524122	-0.115428783	0.163010654	0.375863799	-0.105069137	0.088354622	0.048928062	0.145374076	0.526946676	0.303468421	0.142729261
Clptm1l	-0.100303164	0.114607581	0.789039463	0.871466618	0.418377551	0.459752369	0.569166432	0.667413485	0.417867416	0.273511704	0.175387351
Ncdn	0.469433192	1.0366539	0.838265152	0.388367321	0.771094865	0.801405248	0.743922034	0.632914263	0.429866155	0.1336759	0.101603062
Mrc1	0.086813335	-0.659638988	-0.609968658	-0.50009933	-0.391767258	-0.576303352	-0.351703824	-0.231636807	-0.462613172	0.294086007	-0.040776413
Sqrdl	-0.287144855	-0.482004231	-0.695913073	-0.558132335	-0.360809831	-0.120765345	0.084162693	0.13478578	0.514579506	0.15778229	-0.116751004
Abhd10	-0.13281706	0.363839579	0.30222888	0.223762511	0.406201382	0.842399378	0.995156224	0.841701528	0.435661467	0.158002245	0.064181805
Gm3452	-0.18317743	-0.50926639	-0.480681948	-0.287594563	-0.110112527	0.398405371	0.24484923	0.201735278	0.0883091	-0.116088097	-0.325153449
Rcor1	-0.0889145	-0.116551071	0.442148389	0.331759262	0.357775554	0.239109403	0.792806301	0.916309193	1.099894947	0.403708068	0.349911221
Ugt2b37	-0.013442734	-0.263466657	-0.439048991	-0.393286547	-0.383850036	-0.456195747	-0.390247643	-0.439534667	-0.437061378	-0.037004371	0.041472816
Ltbp4	-0.149886362	-0.581680369	-0.763426215	-0.77661715	-0.869276595	-0.895825126	-0.745776965	-0.772926243	-0.881874849	-0.065181718	-0.22957676
Ces1c	-0.176122374	-0.473719969	-0.952656651	-0.981615878	-0.943650167	-0.508952697	-0.387031423	-0.389684437	-0.527443238	-0.401071977	-0.335264971
Ugdh	-0.046597805	-0.004667632	-0.257812896	-0.126420368	-0.443676663	0.374532147	0.384658356	0.573636153	0.64130247	0.335134208	0.147122306
Hexa	-0.093007912	-0.626275908	-0.381284352	-0.226866395	-0.022416364	0.260143033	0.527133709	0.526190558	0.563246841	0.320915509	0.025743654
Scap	-0.257496879	-0.869126523	-0.611130567	-0.399184075	-0.390294457	-0.149118028	-0.491821281	-0.461149618	-0.399897389	-0.043271879	0.125397036
Gm16200	0.095396671	0.291485868	-0.094033439	-0.134935312	-0.205848898	-0.09293881	-0.28402798	-0.456103726	-0.25016304	-0.482410429	0.266216383
1810031K17Rik	-0.250904851	-1.146702492	-0.363048689	-0.635126297	-0.439915902	-0.804778052	-0.719309246	-0.582720249	-0.952569273	-0.267106721	-0.079126734
Robo1	-0.052231727	-0.453593073	-0.20045343	0.166732499	-0.313718824	-0.014824445	0.359452548	0.322360878	0.870182186	0.49028908	0.308803415
Plac8	-0.142324742	0.649439583	0.185424247	0.442202454	0.276526953	0.428273338	0.737498769	0.704716105	0.919058457	0.720380994	0.176258394
Snord42b	-0.005914804	-0.095239799	0.010558956	0.260935448	0.078108738	0.169151779	-0.095239799	0.181476203	-0.095239799	-0.095239799	0.425902624
Cys1	-0.309681465	-0.810174892	-0.453663661	-0.612758422	-0.609346751	0.085618426	-0.215125171	0.061436442	-0.253045239	-0.087951881	0.056266877
Palld	0.167503297	0.194552966	0.735702373	0.437663526	0.076154994	0.572927532	0.428979622	0.304022425	0.88142724	0.457951332	0.311953172
Cmtm6	-0.3568545	-0.702198686	-0.886913935	-0.402287661	-0.447738386	-0.559431288	-0.155133745	-0.011157035	0.134444918	0.220443514	0.37504592
Hif1a	0.179634517	1.376759587	0.928571388	0.466685566	0.384160911	0.606052535	0.453583742	0.446358825	0.523309189	0.290028481	0.263157169
Zc3hav1	-0.425747678	-0.627295351	-0.082121613	0.265831392	-0.14207639	0.182249826	0.492667694	0.362911937	0.13631437	0.517483086	0.29275985
Dhdds	-0.044976614	-0.236789587	0.615684058	0.336111293	0.115839636	0.192992402	0.543106311	0.642765234	0.354238093	0.353391483	0.149360198
Frat1	-0.092630579	-0.340456231	-0.340672287	-0.097328173	-0.310999314	-0.376728524	-0.228226055	-0.495782167	-0.050350459	-0.164016636	0.147671137
Uso1	0.16785373	0.357024615	0.919489315	0.526264258	0.45225231	0.345998896	0.525445198	0.820835358	0.637625077	0.480566102	0.419329232
Tmem170	-0.134485031	0.073202656	0.675947874	0.337842415	0.174277202	0.321985873	0.853828772	0.795175203	0.509098248	0.269078653	0.280897893
Rpl38-ps2	-0.283278759	-0.094583575	-0.274911812	-0.18891721	-0.117916003	0.113879212	-0.358422763	-0.307393491	-0.111891394	-0.842773819	-0.118766106
Gm9853	0.342373376	0.157680384	0.80956314	0.479122531	0.243776719	0.730084959	0.474181261	0.369338935	0.104711003	0.371541289	0.474163288
Kifc2	-0.021423641	-0.63719636	-0.643608801	-0.203065806	-0.610824967	-0.469706782	-0.601430947	-0.588744571	-0.384267237	0.191769614	0.195853591
Dlg3	-0.474384316	-1.333136966	-0.3895581	-0.257644532	-0.473751663	-0.333066465	-0.276699246	-0.236797387	-0.224877676	0.037878589	-0.029353349
Marcksl1	-0.12195903	-0.345406072	-0.282034218	0.276841323	0.300731962	0.284703927	0.430211142	0.277084104	0.642262286	0.442945665	0.152770613
Eftud2	-0.081198837	0.008685963	0.450175711	0.314594067	0.269394446	0.684394846	1.049644594	0.870635813	0.68119779	0.24821837	0.066566992
Soat2	-0.130674526	0.529536954	-0.564249308	-0.054392589	-0.361908506	-0.308642568	-0.70634962	-0.359143549	0.229018479	-0.183057756	0.119912246
Zfp871	-0.057372597	-0.45480753	-0.170616591	-0.087942294	-0.549308394	-0.473373703	0.011791732	0.080805981	-0.147844437	0.245323054	0.418589096
Gm9791	-0.215467014	-0.582175876	-0.177804124	0.016455962	-0.088885221	0.307985648	0.547490787	0.504002164	0.563592901	0.500751424	-0.059734007
Eif5	-0.097249965	-0.379828049	0.719205376	0.234359248	-0.258947843	0.348365866	-0.080115719	-0.098518676	-0.456300172	-0.0635764	0.119635921
7-Sep	-0.162522145	-0.129642057	0.357034286	0.157459473	0.068622935	0.359043039	0.859831918	0.825055613	0.749164807	0.295011752	-0.041893074
Dcun1d2	-0.377714626	-0.197015626	0.271301551	0.396887978	0.010905134	0.474432206	0.671434826	0.651075936	0.512212575	0.138341416	0.032461969
Cdca7l	-0.060692787	-0.091607297	-0.058889472	0.043074646	0.096325295	0.766898284	1.001492586	0.502724022	0.692808204	0.155961926	0.026561833
Capn11	0.030819005	-0.10875392	-0.30770921	-0.076799243	-0.188904492	-0.276565515	-0.394030935	0.064137421	-0.306279316	-0.150155872	-0.04608624
Wdtc1	0.063461687	-0.855767034	-0.798389936	-0.260806725	-0.194856376	-0.343218304	-0.419208339	-0.37059987	-0.638133669	-0.11327103	0.099046616
Rin3	-0.168005745	-0.643207388	0.25656156	0.294222753	0.013111047	0.460314201	0.234091069	0.170294114	0.272372276	0.296305174	0.212703949
Kctd9	-0.097646304	-0.014985834	0.417878741	0.30378542	0.167239571	0.64922265	0.998568493	0.937289394	0.51794926	0.201861965	0.285038857
Rdh7	-0.192752408	-0.827798316	-1.129416639	-0.355198616	-0.594509539	-0.680241351	-0.855014971	-0.74247117	-0.846201543	-0.363338993	-0.164829092
Exosc2	-0.0918931	0.081241598	0.436311535	0.267033006	0.211287109	0.831429737	0.917528883	0.586036521	0.513173358	-0.118349468	-0.09815238
Skap2	-0.067983495	0.233953381	0.622657186	0.439447784	0.565255748	0.410785	1.029956552	0.900564163	0.691324441	0.563172458	0.00937398
Mmadhc	0.12452132	0.750760661	1.037038467	0.555845654	0.716704025	0.640223194	0.58406326	0.657058392	0.720041118	0.182021139	-0.055810538
Gtf2e2	-0.221021719	-0.122862385	0.371879871	0.43463862	0.261065598	0.631455119	0.834200283	0.716832381	0.76451766	0.047759565	-0.122161675
Agpat6	0.741690691	0.000232652	-0.195823701	0.056261639	0.375456329	0.503319298	0.098819938	0.114411141	0.303451264	0.067098526	0.098595606
Mgea5	0.077130458	0.213558784	-0.16480323	0.366804257	0.500675038	-0.381197262	0.545268079	0.548486989	0.356811973	-0.156855687	0.041380791
Gpt	0.035578325	-0.60300721	-0.701987076	-0.651881224	-0.490681059	-0.008851447	-0.418770335	-0.415623927	0.417311306	-0.123914918	-0.072898895
B230120H23Rik	-0.108744816	-0.328631804	-0.081766725	-0.056372033	-0.140472739	0.698656291	0.802047628	0.618993306	0.499843664	0.254498643	0.071588352
Fcna	0.116900184	-0.301277473	-0.352510104	-0.363514616	-0.414174909	-0.325843702	-0.03189736	-0.025752152	-0.021436199	0.178294491	0.092118026
Sumo3	-0.255552495	-0.973361422	-0.473340987	-0.040263318	-0.32530776	-0.090769612	0.379502248	0.360201589	0.180332811	-0.07133711	-0.192970086
Serpinb9	-0.391343793	-0.447004659	-0.46501576	-0.474157005	-0.558064078	-0.521358447	-0.391428132	-0.259585947	-0.044597195	0.206920425	0.004009228
Snrpn	-0.316175152	-0.685822463	-0.377066036	0.104952846	0.049424089	0.050742946	0.195210066	0.237714074	0.65642543	0.432671671	-0.068931652
Nup50	0.193058703	0.469296148	0.919818024	0.491612583	0.74425054	0.962002121	1.10494594	0.8564959	0.665190702	0.218397054	0.174603264
Rhbdf1	0.109253501	0.225753695	0.90706866	0.357404776	0.515544898	1.055938605	0.514181707	0.537032855	0.530458205	0.383946442	0.170798509
Prkar2a	0.017234118	-0.517539241	0.154118505	0.472487973	-0.095323695	0.263531209	0.595442225	0.525946153	0.644356954	0.464760231	0.405410113
Sdad1	0.214421756	1.020758592	0.817653056	0.435056644	0.466363714	0.542145342	0.73470858	0.666462317	0.746278236	0.017659274	0.065316868
Prkaa2	0.139640545	-0.765383928	-0.102746377	0.000460136	-0.508528433	0.098774328	0.051823473	0.266843238	0.14260851	0.463838722	0.343863647
C2	0.072021629	-0.462341992	-0.911481154	-0.428667558	-0.495749235	-0.181068181	-0.302259455	-0.310554993	-0.267173232	0.284496616	0.127685548
Smad2	-0.157671722	-0.903128076	0.329486525	0.137828234	-0.206454908	0.537430472	0.352926849	0.277673488	0.408870896	0.143890292	0.230010011
Slc25a15	0.731749595	0.661486568	0.698793605	0.412687454	1.004679875	0.366158881	0.159087997	0.194629391	0.169238192	0.274881411	-0.034653794
Gm6265	-0.311707328	-0.277603482	-0.64558735	-0.580196091	-0.763485493	-0.614296557	-0.898312304	-0.745028599	-0.724019847	-0.590479995	-0.07323282
Ints6	-0.243771405	0.046114008	0.778630186	0.62024918	0.221251924	0.343782887	0.61078806	0.570266535	0.607427576	0.226230341	0.082113788
Tdrd7	-0.091604539	-0.900765282	0.123144141	0.243993533	-0.343743879	0.121627079	0.183473544	0.404287864	0.281034711	0.365220269	0.31280557
Gpr39	-0.246387048	0.424168071	0.713260381	0.489100373	0.577945	0.497030688	0.646287225	0.639965878	0.561135447	0.267846808	0.266276017
Zfp710	-0.234087519	-0.454746926	0.502100197	0.207661907	0.115802301	0.415760979	0.239425461	0.114408872	0.349351856	0.509871413	0.365727375
Pafah1b3	-0.14679667	-0.414861019	-0.027928048	0.156954305	0.060719752	0.40695622	0.726567671	0.736051994	0.752207886	0.122066991	-0.051174151
Ces2b	0.099544102	0.31153831	-0.354902022	-0.378003538	-0.360575107	-0.357907346	-0.381033417	-0.374899094	-0.185620271	0.211494759	0.392476802
Tpst1	-0.17925942	-1.28241241	-0.322055525	-0.227611918	-0.471766173	0.001085495	-0.00482943	-0.10714808	-0.524268449	-0.393646325	-0.267033051
Paics	0.264357411	-0.414614481	-0.81731813	-0.330857603	-0.315687404	-0.014191846	0.086431493	-0.091153187	0.045269934	0.097194645	-0.092902465
Gcnt4	0.675119075	-0.150334435	-0.012916882	-0.27840614	-0.316761176	0.464429476	-0.474120851	-0.24313578	-0.077386477	0.017974419	0.169759643
Tmc6	-0.009982314	-0.416085125	-0.456219071	0.054653529	-0.141908265	0.261712054	0.405118105	0.517285224	0.702280791	0.506294254	0.144958667
Bbox1	-0.162933687	-0.65398802	-1.063252194	-0.468031913	-0.419368377	-0.040392222	-0.744003089	-0.427258311	-0.260973092	-0.016496769	-0.122727548
Bid	-0.596830032	-0.948562575	0.067154806	-0.192393223	-0.440781505	-0.01600528	-0.311244248	-0.442337789	-0.337332137	-0.076848697	0.013998427
Nr1h4	-0.013257682	-0.490221138	0.111920147	0.379337797	-0.271349992	-0.088435713	-0.394100732	-0.376320373	0.250591043	-0.066278729	-0.235531979
Camkk2	-0.276216887	0.24453351	0.709303576	0.357808321	-0.101357828	0.318148024	0.261544358	0.07056773	0.318480824	0.087022473	0.18212207
Slc39a11	-0.004133805	-0.425110608	-0.053272398	0.677493043	0.358675116	0.321640614	0.162107485	0.424663726	0.50444664	0.540346513	0.334526069
Slc15a4	0.474620248	-0.833298286	-0.245319038	-0.301217037	-0.175907362	-0.069540183	-0.105603301	0.03344546	-0.106716877	-0.285023125	-0.494633849
Kctd2	-0.526051451	-0.497014929	0.31307471	0.189971238	0.034520842	0.373255625	0.50652244	0.292428815	0.234256118	0.117360431	0.002863954
Mesdc1	-0.179584659	-0.166677136	0.380798609	0.273051424	0.268688829	0.770273401	0.795979707	0.72039936	0.463933232	0.052091249	-0.088613661
Dyrk3	0.165993698	-0.081704968	0.445183717	0.230168252	0.208015164	0.872656287	1.157874595	0.706856538	0.403735424	0.205738042	-0.044622234
Slc26a6	-0.056782155	-0.431913843	-0.227687099	-0.058291219	-0.39205512	-0.076742108	-0.022043161	0.206892967	0.93766175	0.653495605	0.020302119
Gm17709	-0.067451105	0.120771462	0.830880683	0.382963139	0.056579783	0.53789988	0.267779657	0.023573222	-0.045493943	-0.379807512	0.054726501
Fam53b	0.329537906	-0.51262766	0.145118092	0.157859257	0.503231475	0.215110165	0.555564459	0.706136041	0.553608665	0.408266356	0.223600655
Dbt	-0.110231095	-0.472436215	-0.915546788	-0.614640462	-0.566788569	-0.637396673	-0.575643837	-0.52221882	0.341213213	0.129000763	0.029605211
Abca6	0.36660766	-0.150244848	0.123837833	0.269798737	0.284243856	0.470505693	-0.26280105	0.048946045	-0.22856478	0.385575352	0.41360593
Cfhr1	-0.16689102	-0.61847365	-1.101231667	-0.407826184	-0.660479258	-0.588586288	-0.70772681	-0.744849667	-0.533373991	-0.173051395	-0.136315679
Carhsp1	-0.515092738	-0.655337117	-0.273101207	-0.21658817	-0.192803775	0.158748297	0.49512011	0.402286266	0.310002616	0.42846356	0.15844419
Raver1	0.003312619	0.283306625	0.542455891	0.504622192	0.283665685	0.917512319	1.022250944	0.873074255	0.711824097	0.336206041	0.097870121
Tra2b	-0.115153747	0.484077052	-0.050431977	-0.007690071	-0.14483392	0.410404572	0.529110065	0.653961296	0.592069404	-0.179833114	-0.339635476
Cndp2	-0.353266453	-0.702719298	-0.413417041	0.024298434	-0.378689886	-0.02019944	0.379484324	0.312776687	0.515417579	-0.116296613	-0.082075699
