Probe	1H	4H	10H	20H	28H	36H	44H	48H	72H	1W	4W
Ldlr	0.205176616	-1.86979421	-0.276225672	0.501000273	-0.146900373	0.685926005	0.386675651	-0.124956829	0.7204736	0.568032932	0.365744522
Olfml1	-0.696004767	-1.934490445	-1.101340997	-0.473776391	-0.675819207	-0.267151073	-0.395516028	-0.075061833	0.302821289	0.473645445	0.430314121
Gbp11	-0.538672899	-0.479948702	-0.251604931	0.16878473	-0.276827746	0.554268928	-0.155642439	-0.545445029	-0.34692913	1.187057824	1.848266036
Cela1	-0.499006361	-1.232936557	-2.102102364	-1.62295185	-1.2776145	-2.013504382	-1.824377022	-1.570296465	-1.483416223	-1.089622629	-0.548566289
Chaf1b	0.041594125	0.056768791	0.068419068	0.164673313	0.305408641	2.050885083	1.794930066	1.050433486	0.763809477	0.177707844	-0.015724624
Fam107b	0.597161613	0.661176773	0.391074314	-0.110038997	0.611387829	0.31764514	-0.26016996	-0.023849461	-0.56654478	-0.10570121	-0.079675131
Slc6a6	-0.227315129	-1.837438896	-0.560850696	-0.076355638	-0.784948555	0.233176855	-0.016283505	-0.056025355	0.641693544	0.677075875	0.645390972
Cyp3a25	-0.152940942	-1.189317185	-1.531926942	-0.672846247	-0.545392327	0.308336849	-0.882382374	-0.471999136	-0.262118484	0.537691652	0.213128283
Cyr61	0.47110504	-0.230051726	0.756579163	0.407273546	1.729659639	0.935539586	0.40171295	0.682995121	0.388899895	0.317214005	0.261524452
Gm14276	-0.002793045	-0.087912253	0.108153144	0.214227725	0.246597693	1.762556844	1.797943379	1.551484644	1.013056723	0.257638197	0.082652993
Ccdc120	0.177384297	0.766934351	1.827904788	1.211060964	1.861835734	1.350760467	1.41808242	1.242096899	1.362608406	0.590186143	0.148524596
Baiap2	-0.132696742	-2.126086964	-0.553547337	-0.011032907	-0.843170987	0.046687156	-0.113236064	-0.206387789	-0.216476721	-0.137952456	-0.649503409
9030625A04Rik	-0.045783819	-0.212143637	0.524260994	0.701778799	1.17573114	1.393671796	1.452054478	1.051791207	1.603110013	0.795227756	0.134074476
Col5a3	0.233034815	-0.659365633	-1.625476208	-0.235854312	-1.104182195	-1.212391961	-0.58561782	-0.403219429	-0.329483171	0.190335043	0.50864297
Caskin2	-0.129145348	0.682909957	1.080494692	1.154301346	1.095672367	1.725893317	1.906949687	1.35978287	1.733562998	0.814320328	0.194973368
Cyp4f14	-0.322129329	-0.932230442	-2.176458566	-1.278698248	-1.093288492	-1.300960551	-0.962439999	-0.915815887	-0.390770315	-0.183440578	-0.167642841
Tnfrsf1a	0.073427432	1.799470085	1.248398061	1.024503522	1.702138915	1.128668777	1.836378423	1.552371441	1.434690414	0.721837802	0.110251012
Cdc6	0.00445033	-0.003875288	-0.009547055	0.124111691	0.361211302	2.293056131	1.024150795	0.699672089	0.39997222	0.092792625	0.01682989
Lipa	-0.514434754	-1.600756942	-1.120049263	0.075171734	-0.462321862	-0.090216248	0.038581834	0.063786298	0.20783163	0.241552758	-0.132336453
Acsl3	-0.622052215	-1.728966147	-0.47941818	0.220726796	-0.166088353	0.015707582	0.442272714	0.619598631	0.97282393	0.774541105	0.054306772
Gm6907	0.126336725	-1.28227429	-1.019992367	-0.870177312	-1.266877053	-0.891241164	-1.113097014	-1.032196246	-1.102303082	-1.143831575	-1.209534413
Dclk3	-1.086495673	-1.604299036	-1.020837213	-0.722806734	-1.124213641	0.134527713	-0.30469782	-0.292709149	-0.108327227	0.659310497	0.251756304
Rnd1	-0.459816273	0.556270364	-1.437911548	-0.661812977	-0.849070689	-1.416632924	0.052688674	0.053085171	-0.634352984	-0.207002147	-0.612620658
SNORD58	0.284736833	1.082904841	0.859507318	0.579592553	0.370775887	0.431372477	0.863287026	0.153542108	-0.431646588	0.498684371	0.99615851
Pla2g15	-0.420788976	-0.838410403	0.031297926	0.447627678	0.249653951	1.009948688	1.715144662	1.248442482	1.03846943	0.687687772	0.445059688
Pif1	-0.005643207	-0.004410324	-0.004729445	-0.006138866	0.286311371	0.340013311	1.787876452	2.103905569	1.430797104	0.280236061	0.052496676
Gm5582	1.831538702	2.277558287	0.641311693	0.535526793	0.679734404	1.055361431	0.97980049	1.094235067	1.251092209	0.019778569	-0.047400863
Mcart1	1.602242155	1.795083243	0.875059495	0.259956047	0.377714802	0.356832723	0.214956978	0.37456451	0.427709288	-0.079159854	-0.294483467
S1pr1	-0.674668228	-1.087798285	-1.183496784	0.540217177	-0.831099284	0.34443298	0.231276941	-0.087372683	0.415440305	0.432018958	0.388961446
Prune	-0.038952742	-0.151461442	1.753868234	1.033860283	1.05386711	1.524679526	0.839394529	0.72858467	0.489588561	0.599722949	0.34195348
Gm15459	0.571339263	0.74403534	0.971790959	0.150289032	0.775402041	1.576803612	0.929585523	1.472146627	1.460247626	0.203008021	-0.004547735
Hspa8	0.55498744	0.752738806	0.942599226	0.139807611	0.757544376	1.567691888	0.906620878	1.437247321	1.41706258	0.163665121	-0.045536088
Serpina3f	0.273712574	1.955309616	0.08194951	0.016055039	0.134587707	-0.080984629	0.146689353	0.0611428	0.066805967	0.356475971	0.045634706
SNORD18	0.514736991	1.392508241	0.422229248	0.756620759	0.263964234	0.657948895	0.715058415	0.719588185	0.544544245	-0.294301745	0.20295385
Snord100	0.326034263	1.239822146	1.175867517	0.731450132	0.775120786	0.858546683	0.583537897	0.47690509	0.907725095	0.177001931	0.668862349
Apoa5	0.053311559	1.137333523	1.21693897	0.508636875	1.35231373	0.416990345	-0.143041349	-0.290498746	-1.035293128	-0.543082111	-0.32329621
1300015D01Rik	0.738337028	1.487369693	1.806011821	1.023005976	1.375581481	0.548379991	0.011397576	-0.074808842	-0.431419392	0.180769182	0.319075544
Klb	0.670225036	-1.567869359	-0.435160738	0.553746878	0.50684172	0.522554388	0.326559479	0.489704008	0.468844593	0.129174729	0.068929538
U6	-0.743188578	-1.068594831	-1.408904541	-1.130890085	-1.613803127	-1.690578524	-1.862444961	-1.277704043	-1.437850827	-1.080895602	-0.578019232
Sord	-0.406204809	-1.558898766	-2.065107089	-0.293767502	-0.665419877	-0.005081019	-0.339846098	-0.303609544	-0.235822475	-0.028650686	-0.11508758
Ccne2	-0.019771026	-0.194409989	0.348791468	0.292278611	0.299672916	2.175137653	1.496982545	0.806719684	0.582539069	0.167729461	0.016087079
Ces2d-ps	0.031191539	-0.156057564	-1.12437387	-1.182380089	-0.811208818	-0.43250123	-1.19507988	-0.556053471	0.219109393	0.345819889	0.792119549
Cxcl14	-0.011336001	0.239300702	0.602325129	0.513335753	1.062437717	1.381666756	1.47794701	1.513591649	1.840678623	0.722381431	0.368400635
Cyp2c40	-0.595146218	-0.969724812	-1.964082716	-1.156831712	-0.883056024	-1.127343016	-0.916299683	-1.141830258	-1.328743547	-1.674299741	-0.90610183
Cat	-0.168063348	-0.632242945	-2.050366086	-1.118191732	-1.417292388	-1.22761306	-1.478708673	-1.178604174	-0.532152347	0.108678143	0.16732595
Mir5125	-0.041296943	-1.379614292	-0.432332882	0.007619712	-0.768438798	-0.344431614	-0.602073656	-0.992278176	-0.340242673	0.014991923	0.301630497
Tm4sf20	0.011030387	2.613292017	1.006543975	0.613147379	0.709431259	0.190505629	0.280386863	0.15446091	0.034629841	0.050716837	0
Lpl	-0.141386971	-0.337303883	-0.984900231	-0.687584312	-0.696711317	-0.703092161	-0.329364632	0.088604324	1.109045535	1.289414268	0.448791384
St5	-0.012413204	0.902744907	-0.966789971	0.34960112	0.240969496	-1.33557791	0.542222681	0.312788616	0.521585096	0.440154781	0.299007942
Sgms2	-0.372549496	-2.073858901	-0.850690388	-0.337906784	-0.556822274	-0.566114411	-0.060691071	-0.174259102	-0.481503684	0.224402501	0.330817883
Lum	-0.189212112	-0.659730721	-0.527962373	0.275833048	0.365377832	0.661511983	0.973801766	1.013636669	1.295163921	0.341695903	-0.324694718
Zbp1	-0.360623478	0.208686157	0.426754951	1.73083527	0.90733632	0.896419309	1.167754277	0.959887914	1.266591262	1.019527468	0.336589304
Gsg2	-0.073231553	-0.055348616	-0.01225629	0.023027331	0.259171479	1.270448848	1.946738084	1.717464699	1.089978159	0.218921634	0.002367628
Gm10309	0.195355465	1.430911793	1.08921098	0.351881654	0.389821189	0.018467094	0.053706637	0.081750986	-0.00195887	-0.07562508	-0.07562508
Cby1	-0.662569206	-1.363304583	-0.184666014	-0.138417463	-0.113679789	0.127800921	1.359816313	1.221368722	0.719613691	0.2420711	-0.136892394
Gm12013	-0.611470909	-0.062384963	-0.606813248	-0.03519952	-0.510281469	-0.112628444	-0.462749986	-1.002451357	-0.625419528	-1.571401189	-0.297094846
Synpo	0.344303211	1.446069219	2.090504219	1.080590628	1.361752491	1.360436068	0.938796583	0.572008913	0.953631259	0.413086567	0.107684324
Cyp2f2	0.129210776	-0.445832299	-1.360153075	-1.557280041	-1.197901392	-0.981942984	-1.467696725	-1.214870063	-0.816305246	0.2432779	0.4287285
Ier3	0.565877319	2.265701692	1.17919527	0.449155081	1.556592117	1.27903827	1.39475424	1.36051981	0.978013381	0.342290622	0.073256233
SNORD45	0.583410627	1.393276919	0.693194661	0.298412079	0.123810678	0.669324957	0.201958661	0.804265554	-0.093170095	0.311173918	0.917865583
Nqo1	-0.246143443	-0.221428425	0.075454793	0.273121578	-0.12515767	1.036311196	1.225786346	1.595554275	1.401715241	0.370888605	0.463344532
Foxq1	-1.243475485	-0.049280616	-0.72862541	-0.648861774	-0.449334407	-0.141714545	-0.134564537	-0.267260123	0.091758749	-0.164076453	0.179620605
Mmp15	-0.155601151	-1.767241412	-0.782116573	-0.147895384	-0.874049473	0.317947408	-0.496413364	-0.372193524	0.164136754	0.616127147	0.457965578
Snord104	-0.937947911	-0.425797547	-0.48330376	-0.320987218	-0.999045901	-0.355706185	-0.316450709	-0.491995611	-1.0858963	-1.001102948	0.023210549
Hdhd3	-0.793152423	-1.98923326	-0.750456423	-0.053337855	-0.520599572	-0.064998234	0.159744163	0.102100803	0.087686843	0.031230934	-0.005107262
Slc16a7	-0.188536732	-0.862140752	-0.872122351	0.042145346	-0.00407888	1.048539038	0.759054097	0.79516777	0.846738222	0.292292062	-0.22691847
Hfe2	-0.208665022	-1.420506887	-0.109657808	0.257093344	0.083775915	0.207301939	0.215272559	0.018997081	0.349171213	0.245749022	0.057013272
Dhcr7	-0.59582239	-1.237156387	-0.848025684	-0.01807989	-0.627790597	-0.235003762	-0.181427909	-0.255112467	0.655578841	0.040807594	-0.245592233
Gm16165	-0.168298708	-0.736288927	0.184073976	0.359895586	0.152405772	0.565208853	1.700978587	1.770585111	0.854519639	-0.01404589	-0.032512461
9530077C05Rik	-0.038878269	0.759408591	0.39232552	0.24490371	0.259714542	0.235102354	1.967553738	2.026423548	1.235232716	0.259156876	-0.035767154
Pex11a	0.595576088	0.934764257	1.680275962	0.358743226	0.518182289	0.589020163	-0.607969676	-0.298853585	-0.631328864	-0.647459756	-0.057664938
Agfg2	-0.16010862	-2.083514868	-0.865746622	-0.158276373	-0.562904066	0.433865979	-0.11816604	-0.184106962	-0.247132935	0.086464139	-0.078932596
Mcm8	-0.12523215	-0.215611407	-0.136492987	0.167185933	0.112677977	1.538729412	1.742053684	1.336423513	0.709086184	0.048808915	-0.016147976
Gpsm2	-0.588848947	-1.131378907	-0.193059474	0.107032115	-0.279932853	0.217982864	1.235711412	1.263689938	0.883150707	0.553202974	0.409194556
Rfc2	-0.322943521	-0.513988557	0.279566402	0.476995928	0.448245436	1.370581027	1.693614979	1.258870631	0.796582669	0.108304104	-0.075723076
Slc19a2	-0.720561286	-2.485848169	-1.270914755	-0.340015562	-0.771892646	-1.135164502	-1.039123279	-0.758436023	-0.884087344	-0.192397787	-0.122856529
Mastl	-0.041211896	-0.022141936	-0.021674913	0.022809763	0.180221083	1.108352499	1.860257022	1.825470585	1.165478182	0.323774675	0.079857888
Mid1	0.416559874	2.626038199	1.179318131	1.267402082	1.368138882	0.991321767	1.656955795	1.406236759	1.206135412	0.681170381	0.297750092
Col4a1	0.212714406	1.701426889	1.594082022	1.294921427	1.373539045	0.864583288	1.372899305	1.155296716	1.221269112	1.12287881	0.356068202
Gabbr2	-0.031179016	0.243219461	1.969673264	0.998566693	0.841732616	0.478069455	0.726989408	0.206874625	0.281626358	0.251169683	0.187825261
Smtn	0.098736635	-0.189844735	0.121734657	0.226093329	0.282910724	0.688515177	1.954860917	1.828626481	1.231316015	0.507143748	0.067902445
Rangap1	0.009282297	0.066375475	0.756847532	0.704965383	1.084277013	1.537434425	1.896282039	1.730173908	1.155040725	0.237934713	0.135735265
Npas2	-0.239342436	-0.726608189	-1.60132515	-0.13280814	-1.447815467	-1.590341382	-0.637221098	-0.280953416	-0.278155186	0.024580318	-0.022271831
Gas1	-1.506367736	-2.192956776	-1.184972427	-0.903261662	-1.127470553	-0.719672199	-0.714235431	-0.866218662	-1.043547178	0.051145602	-0.495062905
Dusp6	0.899290559	0.122702329	1.108646461	0.513745633	1.348474305	1.217494672	0.28826092	0.401495008	0.814884106	0.218612041	0.055213407
Grb7	-1.27230536	-2.447497853	-1.01427016	-0.587723804	-0.679868161	-1.595904768	-0.904421095	-0.700989688	-0.474109736	0.180823434	0.076841086
Bag3	0.113745171	1.369950394	0.931280664	0.531915268	0.802008627	1.047743611	1.235247144	1.385716441	1.507543987	0.445754819	-0.034807986
Mms22l	-0.071422032	-0.118797929	0.013667097	0.201359285	0.18504484	1.83079864	1.608058954	1.193750876	0.66796762	0.217882943	0.065828796
Cxcl12	-0.689566875	-1.94302129	-0.339072696	0.489752445	-0.256381005	0.336887797	0.216413323	0.116483081	0.165282679	0.187006228	0.00890669
Gm8355	0.43447114	0.591789438	0.771209218	-0.00849982	0.651211832	1.396655248	0.73850786	1.28730941	1.267989019	0.045942287	-0.211824282
Rpa1	-0.171528807	-0.792141629	-0.344086488	0.051379332	-0.150817577	1.238545907	1.41643098	0.881658849	0.57458268	0.097063315	-0.05776363
Casc5	-0.015678811	-0.020658165	-0.024556821	0.007617032	0.150956665	0.940745519	1.933604914	1.846348081	1.192863978	0.262856547	0.028096218
Tbc1d8	1.09327741	1.081691344	1.739875111	0.507359596	1.688827238	0.608039461	0.344880243	0.843887565	0.108041881	-0.183338611	-0.339823057
Mcc	-0.424794958	-1.908608064	-1.287329261	-0.518967671	-1.190270582	-1.367341359	-1.105042838	-0.660131588	-1.140037765	-0.591693946	-0.412045024
Prim2	-0.218943484	-0.382661558	-0.043353708	0.349278562	0.031275544	1.471577368	1.772459462	1.119100992	0.776640949	0.053422839	0.038262152
Tpm4	0.591088897	1.175183954	1.289466692	0.761184474	1.678104588	1.453722805	1.560286503	1.438572151	1.427917472	0.775620128	0.048495874
Epb4.1	0.490216658	2.544978631	1.800611575	0.865932287	1.289040062	1.094134587	0.602512254	0.56321675	0.641427478	0.628603436	0.392340929
Car2	-0.392254181	-0.72473328	-0.789611099	-0.284789636	-0.138134188	0.783700358	1.11298495	0.782801913	1.040443872	0.3792684	0.016003463
Tmed3	-0.444905841	-0.57973145	0.788182237	0.626261721	0.238300668	0.427666374	0.8756586	1.201492412	0.680461688	0.610150071	0.15814133
Gstm6	-0.738533234	-1.099251461	-1.733373802	-1.671219456	-1.501611357	-1.857719558	-1.841397651	-1.531272503	-1.094166862	-0.450206695	-0.324105179
Nme6	-0.434763245	-0.779775437	0.553357666	0.452763939	-0.116365511	0.229726689	0.985329122	1.146620235	1.023313343	0.485477851	0.284609962
Paox	-0.479535664	-1.477445875	-1.904407067	-1.051101443	-1.153486048	-1.433639009	-1.057747594	-1.126210057	0.183700232	-0.303662248	-0.062541665
Hn1l	-0.262053089	-0.845026392	0.406188136	0.879749635	0.033840992	0.858332219	1.588002612	1.423097362	0.992308472	0.597676431	0.372169192
Hirip3	-0.078375657	-0.333288724	0.170770344	0.114134003	-0.081654284	1.271656273	1.985740421	1.416367624	0.772452548	0.026512251	0.135007279
Litaf	-0.090094699	1.714614684	1.145875462	1.018594118	1.545825003	0.8427913	1.541018622	1.14228517	1.429588935	0.534321146	0.136440843
Trim24	0.281397256	0.012419905	1.337313706	1.150486857	1.288386784	1.712101024	0.865671788	0.98451507	0.98274067	0.163628602	-0.126548353
Pole	-0.043387752	-0.150474349	-0.078979626	0.205680369	0.163817378	1.798811172	1.648870068	1.052937473	0.711376172	0.103150563	0.081542733
Rsad2	-0.192807775	-0.148998949	-1.184028209	-0.450500653	-0.856220928	-1.302374441	-1.133601795	-1.0175349	-0.99778193	0.53339309	0.547809302
Cyp2b9	-0.247114465	-0.186938025	-0.204667491	-0.098632926	-0.228434952	0.31667046	0.513342064	0.367690409	1.454938431	1.071867495	-0.166567936
Fads2	-0.293604981	-0.659187546	0.612533062	0.164185387	0.829098272	1.569326639	0.436925757	0.112682538	0.658166183	0.598176054	0.269937643
Gm17492	-0.089258758	-1.172749444	-0.890657916	0.139610021	-0.579513672	0.569786121	0.493325195	0.426305835	0.945652571	0.17303248	-0.066515964
Angptl3	-0.254815667	-1.005723691	-1.974999261	-1.513207851	-1.544349078	-1.116911006	-1.059741012	-0.717916993	-0.266388416	-0.333839172	-0.411841887
Haus1	-0.317952793	-0.401361152	-0.431563921	-0.11449832	-0.190783047	0.999714444	1.548227181	1.249560319	0.67530353	-0.098395118	0.036120402
Asns	0.196702537	0.446767236	1.429394728	1.040543646	0.974296669	1.057367013	0.456328681	0.957865345	1.44561194	0.397449211	0.6309691
Ctps	0.229034343	1.030445163	1.551680936	0.961826761	0.79021342	2.004537208	1.541415748	1.028044711	0.976197033	0.239092385	0.168224906
Lmna	-0.127282295	-0.245721607	1.14032147	0.594677535	0.831364857	1.309225763	1.638602408	1.724852381	1.270178082	0.636375994	0.226145829
Slc25a33	0.465553773	-1.494079654	-0.675947079	-0.451232623	-0.502151168	-1.040879657	-1.115884472	-0.806853445	-1.458706798	-1.095087699	-0.633303576
Cpeb2	0.379132788	-0.838508432	-0.913275496	-0.836287377	-1.156440585	-1.584439865	-0.934774677	-0.258378483	-0.918497	-0.658888705	-0.865421701
Tff3	-0.030209217	-0.11866977	-0.004860315	0.12928114	0.647542464	0.613703015	0.978958355	0.806830738	1.012631094	0.454983719	-0.432566104
Ugt2b34	-0.047976603	-0.659458941	-1.640527943	0.045353914	-0.571260965	0.008711174	0.098779288	0.298907024	0.231233411	0.137906521	0.08281912
Gm16550	-0.349027716	-0.587111257	-0.148997196	-0.098138075	0.201597048	1.370850572	1.394512747	1.034916829	0.294025546	-0.134278851	0.026355279
Cenpi	-0.015301163	-0.021832484	-0.020625065	0.046181436	0.248991978	1.231481828	1.906349982	1.689525479	1.01692371	0.125983797	0.012021809
Gm13363	1.759542057	2.230896785	0.549949854	0.546233619	0.49677621	0.987322113	0.762322698	0.966189473	1.05948063	-0.018538802	-0.120377851
Gm6665	-0.720287738	-0.827067173	-1.067821691	-0.485230469	0.705717157	0.084471404	0.218553589	0.395762491	0.659827033	-0.010802965	-0.968989263
Slc30a5	-0.090592006	1.501670887	1.156063412	0.809980551	1.394229524	0.808179622	1.159761186	1.371053882	1.178791558	0.623522337	0.190846929
Gmppb	0.00355312	0.183598613	1.199973508	0.677955139	0.599029935	0.644945278	0.961465541	1.241837134	0.921670982	0.643624935	0.432251297
U6	-0.534239983	-1.112815307	-0.937012299	-0.068718053	-1.395065963	-0.416019247	0.380251792	-0.265807773	0.099454446	0.38973409	-0.050350914
Creb3l2	-0.496206923	1.005399943	0.35435428	0.286316919	0.665336691	0.211091437	1.251558787	1.44662423	1.167231294	0.554691004	-0.07316774
1700001C19Rik	-0.500353431	-1.349401146	-1.718944087	-1.394929875	-1.58875364	-1.368534389	-1.766294031	-1.619055154	-1.074601106	-0.120285523	-0.059889019
Siva1	-0.447282132	-1.414269084	-0.535165308	-0.136346771	-0.419425949	1.034265574	1.016259525	0.424999435	0.325307707	-0.053729948	-0.16317683
Xbp1	-0.13294647	2.075737912	1.012692537	0.603027031	1.093367057	0.866781353	1.169266175	0.950293931	1.031102873	0.488637809	0.649453621
Slc29a1	-0.190071502	-2.26198593	-1.41595466	-0.608792514	-0.977025526	-0.84851758	-1.202936557	-0.967908782	-0.664097002	-0.524157164	-0.697666692
Sgk1	1.577213124	1.202676837	-0.199283973	0.220210531	-0.137064948	-0.02034151	0.083868002	0.543468863	0.495075097	0.221116751	-0.152570809
Acat2	-0.702633803	-1.258937622	-1.922934641	-0.494826777	-0.772244744	-0.418276204	-0.220801635	-0.425072902	0.241471208	-0.047290666	-0.295475604
Setdb2	-0.087876831	-1.710131518	-0.946854443	-0.858557116	-1.107826704	-0.906278744	-1.032726034	-1.012199455	-1.105741104	-1.044120197	-1.03932233
Sgms1	0.031697479	2.478737412	0.466945064	0.41504512	1.186648938	0.435212438	0.848038984	0.585992404	0.647296793	0.240270646	0.10600575
Sgk2	-0.101843874	-1.482558761	-0.38643578	-0.150737742	0.531664933	-0.088624768	-0.138781854	-0.33512146	0.237599059	0.23497027	0.398530196
Cyp2c29	-0.048813544	-0.46060605	-1.451177991	-1.434348503	-0.847628949	-1.001774313	-0.977128352	-0.593880661	-0.442076773	-0.34277114	-0.339291034
Srd5a1	-0.515936486	-1.094870303	-1.978321525	-1.307817681	-0.681529962	-0.517647589	-0.629918527	-0.885513056	-1.291811425	0.009872975	-0.063010397
Slc41a1	0.100090207	2.38563209	0.803554578	0.609272615	0.863808687	1.066839154	0.912896938	0.864828093	0.844118767	0.498787881	0.407722004
Hmga1	0.189105663	-0.697497422	0.111872329	-0.076795296	0.604302226	1.493580373	1.336669768	1.244364525	1.043594183	0.346194218	-0.163556403
Stard4	-0.304648317	-2.352039762	-0.862092582	-0.203534259	-0.397866165	0.071783353	-0.319658799	-0.385202966	0.19814652	0.109739335	0.111487522
Myd88	-0.025284834	2.19844416	0.922604863	0.474595393	0.935951432	0.196763614	0.668595771	0.631613436	0.439920954	0.173738257	-0.097246632
Thbd	1.204105636	1.777279276	1.683550725	1.559429396	1.582816354	1.336744141	1.146421074	1.014602389	0.906529844	0.379983514	0.142387172
Socs1	-0.058834425	2.185189401	0.092995509	0.05658786	0.192658841	0.001469245	0.220051983	0.045684066	0.154745138	0.040397366	0.027721726
Mup-ps20	-0.275421421	-0.878417756	-1.02327562	-1.02725467	-0.967145008	-1.112445262	-1.116818478	-1.116818478	-1.066508142	-0.571838604	0.747056856
Slc16a1	-0.028361947	1.879267598	0.791713417	1.351307728	1.421310973	0.834311077	1.481225025	1.384906401	1.341744537	0.507902751	-0.015967377
3110043O21Rik	1.663332564	1.272730626	1.065632969	0.422382543	1.350660539	-0.165232299	0.442047461	0.640017028	0.295073659	0.055206954	-0.272170972
Marveld1	-0.400781138	-1.756542106	-0.211966659	0.110235184	-0.795485382	0.58713652	0.069319744	-0.038575404	0.00316682	0.284670261	0.192733836
Tmem86a	-0.247427637	-0.408087754	0.815423276	-0.037166869	0.698052488	1.831040204	0.368742133	0.31824996	0.412322883	0.502781158	0.254383176
Lasp1	-0.489011437	-1.288987426	-0.236123777	0.365330242	0.139741929	0.121977536	0.841870981	0.790946625	0.853055967	0.583777371	0.36490586
Rad54b	-0.044662437	-0.070547301	0.030340957	0.167150144	0.114636739	1.559190922	1.72185276	1.454075649	0.966262862	0.220520614	0.027842527
Snord69	1.242577872	1.616852152	0.812772513	0.44617998	0.206052141	0.929013752	0.156927579	0.259722788	0.43325062	0.090284088	0.472908893
Mtap7d1	-0.281731179	0.83330489	1.074204657	1.035568321	1.260811933	1.31834379	1.641715922	1.406248631	1.307458692	0.788260577	0.262600706
AC124681.1	0.973439877	1.29532978	0.378120602	-0.307048482	-0.274771079	0.059488358	0.192400191	0.019577465	-0.081592525	-0.419664454	0.008308505
Etnk2	0.998339747	1.511514929	1.324281375	-0.076896525	1.225947888	1.241429547	-0.067107569	-0.148597411	0.472291408	-0.044201317	-0.119781442
Fam55b	-0.376653095	-1.028487558	-1.640155336	-0.028325338	-0.272251846	-0.278384648	0.194975033	0.401011475	0.101688282	0.324176942	0.093463176
Gm2a	-0.036268119	-0.67964461	-1.573025007	-1.197016457	-0.944968175	-0.430141667	-0.283810064	0.145928428	0.812937066	0.289850377	0.174796564
Cited2	-0.841414865	-1.792674857	-1.804693893	-1.284707423	-1.573127868	-1.144725579	-1.214265663	-1.037246619	-0.839128579	-0.054657976	-0.126271123
Pltp	-0.555947563	-1.241095963	-0.967280158	-0.935752308	-1.18785212	-1.283515576	-1.458796035	-1.485588865	-1.318559118	0.094759603	-0.383368827
Tmem120a	0.257391567	1.157456778	1.864082872	1.105387164	1.65688634	1.404713191	0.798580568	0.744904276	0.746407158	0.277040379	0.042426916
Mlf1ip	-0.000605586	-0.032867731	0.006564306	0.112348163	0.148001436	1.615449726	1.821066061	1.379486458	0.856398372	0.134238306	0.07850918
Lifr	0.325344455	-0.266306794	-1.512076196	-0.915819931	-0.743044316	-0.82264433	-1.064538822	-1.065165521	-0.869191119	-0.239675691	0.512136337
Klf15	0.589029614	-1.299987376	-0.989135068	-0.796661435	-0.819512775	-0.865015472	-1.036856065	-0.293534451	-0.464195835	-0.403906747	-0.601616665
Mapk15	-0.371474407	-1.503370111	-1.476663978	-1.107003736	-1.566358779	-1.502572883	-0.675808237	-0.506426701	-0.930392014	-0.13999357	-0.078232908
Gm12563	-0.631798253	-1.07520627	-1.237930014	-1.335591873	-0.694161683	-1.222682296	-0.633158382	-0.613083058	-0.674464609	-0.782764336	-0.521306578
Hyi	-0.519038422	-1.538890317	-1.60125278	-1.504125499	-1.793652882	-1.519471235	-1.131881623	-0.869754469	-0.863068636	-0.575937901	-0.23035583
2810405K02Rik	-0.306364466	-1.226477628	-1.295723936	-0.54139182	-0.511185464	-0.442366434	-0.060920451	0.120244478	0.887894502	0.587840766	-0.219581424
Fh1	0.583134772	1.641152613	1.954832494	0.650329833	1.760120539	1.275234042	0.99295126	0.775963632	0.688897851	0.230813086	-0.026939437
Gas2l3	-0.020069653	-0.211975284	0.077630056	0.051637618	0.143618965	0.853720785	1.787685067	1.816430665	1.212265194	0.322838871	0.068506562
Tmed5	0.674104402	1.11466359	2.041329122	0.942238565	1.361227135	1.597851597	0.918472901	0.850074781	0.572675585	0.479863774	0.069089962
Slc25a48	-0.185566054	-1.321455514	-1.290471483	-0.308297691	-0.5629942	0.097094121	0.161167755	0.259927358	0.105840798	0.034523918	0.036103688
Csrnp1	1.683913235	2.114224821	0.961348828	0.629452075	0.935172154	0.660576488	0.333624933	0.190914904	0.209744246	0.006324058	0.256449148
Tmem97	-0.537812815	-1.34383361	-0.888273074	0.257080913	0.046830701	0.633963807	0.659842222	0.807778151	0.685534368	0.132058589	-0.193716731
Vars	0.0462715	0.040374589	0.409270529	0.345172958	0.083362059	1.241754542	1.819351592	1.743555802	1.406436124	0.338067513	0.188452011
Lsm3	-0.22735552	-0.312822228	0.278435387	-0.015015367	0.416994405	1.43748899	1.520442022	1.298730288	0.699781659	-0.134849713	-0.36030409
Nup93	-0.127686778	0.373988629	0.819362586	0.604066509	0.565273655	1.671406138	1.640929295	1.467821203	1.023885431	0.363308909	0.103197377
Cdc42ep5	0.55527396	-0.407102679	1.013572194	0.129706923	1.350632775	-0.181676311	0.332425375	0.932044267	0.497379248	0.379886676	0.351351075
Tpm1	-0.160759886	0.063833772	1.486752115	1.014245219	1.004305141	1.058068665	1.223580064	1.294565958	1.171904532	0.533658876	0.063035801
Gmds	0.238945527	-0.284924391	0.447472725	1.575968558	0.760628201	0.211041888	0.806183571	0.809873559	0.583693143	-0.093396884	-0.418260451
Rarres1	0.618528582	0.826353107	0.269136635	-0.85371021	-0.669284955	-0.287762398	-0.722862491	-0.349090996	-0.248871181	0.581614402	0.771448617
Cyp2c37	-0.209265023	-0.365262375	-1.631942986	-1.350114202	-1.165314258	-0.804362886	-0.902367575	-0.877929534	-1.75406748	-1.226778434	-0.45293668
